SaleDate,SalesAmt
2015-12-31 00:00:00+00:00,9015.0
2016-01-31 00:00:00+00:00,84543.0
2016-02-29 00:00:00+00:00,154082.0
2016-03-31 00:00:00+00:00,323226.0
2016-04-30 00:00:00+00:00,552501.0
2016-05-31 00:00:00+00:00,650335.0
2016-06-30 00:00:00+00:00,531618.0
